"dataset_id","module","beta_processed_main","SE_processed_main","P_processed_main","sample_n_processed_main","formula_processed_main","BH_FDR_processed_main","beta_additional_quantile","SE_additional_quantile","P_additional_quantile","sample_n_additional_quantile","formula_additional_quantile","BH_FDR_additional_quantile","score_correlation","FDR_status_change"
"MDD_GSE98793","WGCNA_lightcyan",0.000813780269099875,0.153495445462375,0.995775471532465,192,"score_z ~ diagnosis",0.995775471532465,0.000813780269099875,0.153495445462375,0.995775471532465,192,"score_z ~ diagnosis",0.995775471532465,1,FALSE
"MDD_GSE98793","WGCNA_magenta",0.138178668175293,0.153167764158013,0.36812505346463,192,"score_z ~ diagnosis",0.679615483319318,0.138178668175293,0.153167764158013,0.36812505346463,192,"score_z ~ diagnosis",0.679615483319318,1,FALSE
"MDD_GSE98793","WGCNA_midnightblue",0.154549828724256,0.153085405307338,0.313987189643586,192,"score_z ~ diagnosis",0.679615483319318,0.154549828724256,0.153085405307338,0.313987189643586,192,"score_z ~ diagnosis",0.679615483319318,1,FALSE
"MDD_GSE98793","WGCNA_pink",0.179132381370027,0.152944332665339,0.242974666983143,192,"score_z ~ diagnosis",0.583139200759544,0.179132381370027,0.152944332665339,0.242974666983143,192,"score_z ~ diagnosis",0.583139200759544,1,FALSE
"MDD_GSE98793","WGCNA_purple",0.217084600281635,0.152685379583408,0.156730327148747,192,"score_z ~ diagnosis",0.470190981446242,0.217084600281635,0.152685379583408,0.156730327148747,192,"score_z ~ diagnosis",0.470190981446242,1,FALSE
"MDD_GSE98793","WGCNA_red",0.182818406138013,0.152921375229184,0.233379403045811,192,"score_z ~ diagnosis",0.583139200759544,0.182818406138013,0.152921375229184,0.233379403045811,192,"score_z ~ diagnosis",0.583139200759544,1,FALSE
"MDD_GSE98793","WGCNA_salmon",0.0386480155843001,0.1534698467022,0.801446141857837,192,"score_z ~ diagnosis",0.930585858440667,0.0386480155843001,0.1534698467022,0.801446141857837,192,"score_z ~ diagnosis",0.930585858440667,1,FALSE
"MDD_GSE98793","WGCNA_tan",-0.0308012401259634,0.15347919083375,0.841158180568448,192,"score_z ~ diagnosis",0.930585858440667,-0.0308012401259634,0.15347919083375,0.841158180568448,192,"score_z ~ diagnosis",0.930585858440667,1,FALSE
"MDD_GSE98793","WGCNA_turquoise",-0.0864852473677646,0.153367168688459,0.573480527722459,192,"score_z ~ diagnosis",0.794831912374156,-0.0864852473677646,0.153367168688459,0.573480527722459,192,"score_z ~ diagnosis",0.794831912374156,1,FALSE
"MDD_GSE98793","WGCNA_yellow",0.13888801671483,0.153164387416593,0.365666152022016,192,"score_z ~ diagnosis",0.679615483319318,0.13888801671483,0.153164387416593,0.365666152022016,192,"score_z ~ diagnosis",0.679615483319318,1,FALSE
